#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0019221	Cytokine-mediated signaling pathway	8	369	0.79	0.56	0.0047	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000263851,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000345492,9606.ENSP00000378365	CSF3,CCL2,IL7,KIT,STAT5B,CCL11,SH2B3,CCL26
GO:0070663	Regulation of leukocyte proliferation	7	271	0.86	0.58	0.0049	9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000339477,9606.ENSP00000495951	NCK2,IL7,ERBB2,KIT,STAT5B,ICOSLG,KITLG
GO:0051094	Positive regulation of developmental process	15	1332	0.5	0.44	0.0051	9606.ENSP00000225474,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000346300,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000469413,9606.ENSP00000495951	CSF3,GDF15,IL7,HYAL1,NTRK2,KIT,STAT5B,CCL11,BAIAP2,HCLS1,CRKL,RARRES2,ROBO1,PAK4,KITLG
GO:0035295	Tube development	12	880	0.58	0.47	0.0054	9606.ENSP00000188790,9606.ENSP00000225831,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000317272,9606.ENSP00000346300,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464	FAP,CCL2,NTRK2,THY1,KIT,CCL11,MET,CRKL,TGFA,RARRES2,ROBO1,PDGFC
GO:0110053	Regulation of actin filament organization	7	276	0.85	0.57	0.0054	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000378365	CSF3,NCK2,CCL11,BAIAP2,MET,HCLS1,CCL26
GO:0002444	Myeloid leukocyte mediated immunity	4	58	1.29	0.66	0.0058	9606.ENSP00000249647,9606.ENSP00000288135,9606.ENSP00000303507,9606.ENSP00000378845	SNAP23,KIT,BCR,LAT
GO:0065007	Biological regulation	59	12385	0.13	0.28	0.0062	9606.ENSP00000013125,9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000243924,9606.ENSP00000249647,9606.ENSP00000252809,9606.ENSP00000263593,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000264914,9606.ENSP00000265052,9606.ENSP00000265598,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303356,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000327290,9606.ENSP00000331201,9606.ENSP00000337675,9606.ENSP00000339186,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000361761,9606.ENSP00000366091,9606.ENSP00000367001,9606.ENSP00000370115,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000423602,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720,9606.ENSP00000499459	MAP4K5,FAP,CSF3,CCL2,NCK2,PI3,SNAP23,GDF15,SIAE,IL7,FCER2,ARSB,MGLL,LAMP3,HYAL1,ERBB2,NTRK2,THY1,KIT,STAT5B,ALDH1A1,CCL11,PCSK9,DCXR,BCR,GP6,BAIAP2,MET,HCLS1,F2R,ITGA11,HGS,EBAG9,GRAP2,ICOSLG,SH2B3,CRKL,PLA2G4A,WFDC2,MOG,DPP6,SERPINB1,CCL26,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,DAPP1,ERBIN,IL32,YES1,PAK4,FGF21,KITLG,ITGAM,MPIG6B,IL19
GO:0065008	Regulation of biological quality	27	3654	0.32	0.36	0.0062	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000249647,9606.ENSP00000263851,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000345492,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000497720	FAP,CSF3,CCL2,NCK2,SNAP23,IL7,NTRK2,KIT,STAT5B,ALDH1A1,CCL11,PCSK9,BCR,GP6,BAIAP2,MET,HCLS1,F2R,SH2B3,CCL26,LAT,PDGFC,ERBIN,YES1,FGF21,KITLG,MPIG6B
GO:0050778	Positive regulation of immune response	9	502	0.7	0.51	0.0063	9606.ENSP00000264072,9606.ENSP00000284240,9606.ENSP00000293328,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000366091,9606.ENSP00000462468,9606.ENSP00000496959	FCER2,THY1,STAT5B,ICOSLG,CRKL,PLA2G4A,MOG,YES1,ITGAM
GO:0002275	Myeloid cell activation involved in immune response	4	61	1.27	0.64	0.0067	9606.ENSP00000249647,9606.ENSP00000288135,9606.ENSP00000303507,9606.ENSP00000378845	SNAP23,KIT,BCR,LAT
GO:0010638	Positive regulation of organelle organization	9	508	0.7	0.5	0.0068	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000404131	CSF3,NCK2,CCL11,BAIAP2,MET,HCLS1,CCL26,NTF3,TGFA
GO:0046578	Regulation of Ras protein signal transduction	6	200	0.93	0.56	0.0072	9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000420321,9606.ENSP00000426632,9606.ENSP00000495951	BCR,MET,F2R,ROBO1,ERBIN,KITLG
GO:0051050	Positive regulation of transport	12	915	0.57	0.45	0.0072	9606.ENSP00000225831,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000356436,9606.ENSP00000397297,9606.ENSP00000471477,9606.ENSP00000496959	CCL2,ERBB2,THY1,PCSK9,BCR,HCLS1,F2R,HGS,PLA2G4A,NTF3,FGF21,ITGAM
GO:0035162	Embryonic hemopoiesis	3	22	1.58	0.67	0.0073	9606.ENSP00000288135,9606.ENSP00000345492,9606.ENSP00000495951	KIT,SH2B3,KITLG
GO:0035855	Megakaryocyte development	3	22	1.58	0.67	0.0073	9606.ENSP00000288135,9606.ENSP00000345492,9606.ENSP00000497720	KIT,SH2B3,MPIG6B
GO:2000026	Regulation of multicellular organismal development	15	1389	0.48	0.41	0.0075	9606.ENSP00000225474,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000331201,9606.ENSP00000420321,9606.ENSP00000469413,9606.ENSP00000495951	CSF3,IL7,HYAL1,ERBB2,NTRK2,THY1,KIT,STAT5B,CCL11,BAIAP2,HCLS1,HGS,ROBO1,PAK4,KITLG
GO:0030154	Cell differentiation	26	3507	0.32	0.35	0.0080	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000327290,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000397297,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720	CSF3,CCL2,NCK2,IL7,ERBB2,NTRK2,THY1,KIT,STAT5B,PCSK9,BCR,BAIAP2,MET,HCLS1,ITGA11,SH2B3,CRKL,NTF3,RARRES2,ROBO1,YES1,PAK4,FGF21,KITLG,ITGAM,MPIG6B
GO:0046579	Positive regulation of Ras protein signal transduction	4	65	1.24	0.61	0.0081	9606.ENSP00000321326,9606.ENSP00000420321,9606.ENSP00000426632,9606.ENSP00000495951	F2R,ROBO1,ERBIN,KITLG
GO:0050793	Regulation of developmental process	21	2492	0.38	0.37	0.0083	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000331201,9606.ENSP00000346300,9606.ENSP00000397297,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000469413,9606.ENSP00000495951	CSF3,CCL2,GDF15,IL7,HYAL1,ERBB2,NTRK2,THY1,KIT,STAT5B,CCL11,BCR,BAIAP2,HCLS1,HGS,CRKL,NTF3,RARRES2,ROBO1,PAK4,KITLG
GO:0030097	Hemopoiesis	10	655	0.63	0.46	0.0085	9606.ENSP00000225474,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000495951,9606.ENSP00000497720	CSF3,IL7,ERBB2,KIT,STAT5B,BCR,HCLS1,SH2B3,KITLG,MPIG6B
GO:0035684	Helper T cell extravasation	2	3	2.27	0.66	0.0093	9606.ENSP00000225831,9606.ENSP00000346300	CCL2,CRKL
GO:0045860	Positive regulation of protein kinase activity	8	416	0.73	0.49	0.0093	9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951	ERBB2,KIT,LAT,NTF3,TGFA,ROBO1,PDGFC,KITLG
GO:0097324	Melanocyte migration	2	3	2.27	0.66	0.0093	9606.ENSP00000288135,9606.ENSP00000495951	KIT,KITLG
GO:0043303	Mast cell degranulation	3	25	1.53	0.62	0.0098	9606.ENSP00000249647,9606.ENSP00000288135,9606.ENSP00000378845	SNAP23,KIT,LAT
GO:0043523	Regulation of neuron apoptotic process	6	216	0.89	0.52	0.0100	9606.ENSP00000225831,9606.ENSP00000277120,9606.ENSP00000303208,9606.ENSP00000321326,9606.ENSP00000397297,9606.ENSP00000496959	CCL2,NTRK2,PCSK9,F2R,NTF3,ITGAM
GO:0098609	Cell-cell adhesion	9	542	0.67	0.46	0.0100	9606.ENSP00000246006,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000316338,9606.ENSP00000327290,9606.ENSP00000341141,9606.ENSP00000420321,9606.ENSP00000469413,9606.ENSP00000496959	CD93,THY1,KIT,BAIAP2,ITGA11,SIGLEC1,ROBO1,PAK4,ITGAM
GO:0007160	Cell-matrix adhesion	5	136	1.01	0.55	0.0105	9606.ENSP00000284240,9606.ENSP00000303507,9606.ENSP00000327290,9606.ENSP00000341141,9606.ENSP00000496959	THY1,BCR,ITGA11,SIGLEC1,ITGAM
GO:1901215	Negative regulation of neuron death	6	219	0.89	0.52	0.0106	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000277120,9606.ENSP00000321326,9606.ENSP00000397297,9606.ENSP00000471477	CSF3,CCL2,NTRK2,F2R,NTF3,FGF21
GO:0044087	Regulation of cellular component biogenesis	12	971	0.54	0.41	0.0114	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000266031,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000331201,9606.ENSP00000378365	CSF3,NCK2,HYAL1,NTRK2,THY1,KIT,CCL11,BAIAP2,MET,HCLS1,HGS,CCL26
GO:0050920	Regulation of chemotaxis	6	227	0.87	0.5	0.0126	9606.ENSP00000225831,9606.ENSP00000317272,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000418009,9606.ENSP00000420321	CCL2,MET,CCL26,NTF3,RARRES2,ROBO1
GO:0002768	Immune response-regulating cell surface receptor signaling pathway	6	228	0.87	0.5	0.0128	9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000366091,9606.ENSP00000462468	THY1,KIT,ICOSLG,CRKL,MOG,YES1
GO:0033135	Regulation of peptidyl-serine phosphorylation	5	143	0.99	0.52	0.0128	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000277120,9606.ENSP00000320176,9606.ENSP00000397297	CSF3,NCK2,NTRK2,HCLS1,NTF3
GO:0002551	Mast cell chemotaxis	2	4	2.15	0.61	0.0130	9606.ENSP00000288135,9606.ENSP00000302234	KIT,CCL11
GO:0070662	Mast cell proliferation	2	4	2.15	0.61	0.0130	9606.ENSP00000288135,9606.ENSP00000495951	KIT,KITLG
GO:0070668	Positive regulation of mast cell proliferation	2	4	2.15	0.61	0.0130	9606.ENSP00000288135,9606.ENSP00000495951	KIT,KITLG
GO:0002685	Regulation of leukocyte migration	6	231	0.86	0.49	0.0134	9606.ENSP00000225831,9606.ENSP00000284240,9606.ENSP00000303507,9606.ENSP00000346300,9606.ENSP00000418009,9606.ENSP00000495951	CCL2,THY1,BCR,CRKL,RARRES2,KITLG
GO:0070661	Leukocyte proliferation	5	146	0.98	0.52	0.0136	9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000495951	IL7,ERBB2,KIT,STAT5B,KITLG
GO:0009887	Animal organ morphogenesis	12	997	0.53	0.4	0.0138	9606.ENSP00000225831,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000346300,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000471477	CCL2,IL7,HYAL1,NTRK2,THY1,CCL11,BCR,CRKL,TGFA,ROBO1,PDGFC,FGF21
GO:0050671	Positive regulation of lymphocyte proliferation	5	147	0.98	0.51	0.0139	9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000293328,9606.ENSP00000339477,9606.ENSP00000495951	NCK2,IL7,STAT5B,ICOSLG,KITLG
GO:0046425	Regulation of receptor signaling pathway via JAK-STAT	4	78	1.16	0.54	0.0140	9606.ENSP00000288135,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000345492	KIT,F2R,HGS,SH2B3
GO:0019730	Antimicrobial humoral response	5	149	0.98	0.51	0.0146	9606.ENSP00000243924,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000361761,9606.ENSP00000418009	PI3,CCL11,RNASE3,WFDC2,RARRES2
GO:0009653	Anatomical structure morphogenesis	19	2229	0.38	0.34	0.0148	9606.ENSP00000188790,9606.ENSP00000225831,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000346300,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000471477,9606.ENSP00000497720	FAP,CCL2,IL7,HYAL1,ERBB2,NTRK2,THY1,CCL11,BCR,BAIAP2,MET,F2R,CRKL,NTF3,TGFA,ROBO1,PDGFC,FGF21,MPIG6B
GO:0072676	Lymphocyte migration	4	80	1.15	0.53	0.0150	9606.ENSP00000225831,9606.ENSP00000302234,9606.ENSP00000346300,9606.ENSP00000378365	CCL2,CCL11,CRKL,CCL26
GO:0051240	Positive regulation of multicellular organismal process	15	1505	0.45	0.36	0.0153	9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000431775,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951	IL7,HYAL1,NTRK2,KIT,STAT5B,CCL11,BAIAP2,HCLS1,F2R,ROBO1,PDGFC,IL32,PAK4,FGF21,KITLG
GO:0050670	Regulation of lymphocyte proliferation	6	242	0.84	0.47	0.0163	9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000293328,9606.ENSP00000339477,9606.ENSP00000495951	NCK2,IL7,ERBB2,STAT5B,ICOSLG,KITLG
GO:0070098	Chemokine-mediated signaling pathway	4	82	1.14	0.52	0.0163	9606.ENSP00000225831,9606.ENSP00000302234,9606.ENSP00000345492,9606.ENSP00000378365	CCL2,CCL11,SH2B3,CCL26
GO:0006796	Phosphate-containing compound metabolic process	17	1877	0.41	0.35	0.0167	9606.ENSP00000013125,9606.ENSP00000219345,9606.ENSP00000225831,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000331201,9606.ENSP00000356436,9606.ENSP00000423602,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000495951	MAP4K5,PLA2G15,CCL2,ERBB2,NTRK2,THY1,KIT,CCL11,PCSK9,BCR,MET,HGS,PLA2G4A,DAPP1,YES1,PAK4,KITLG
GO:0044344	Cellular response to fibroblast growth factor stimulus	4	84	1.13	0.51	0.0174	9606.ENSP00000225831,9606.ENSP00000266031,9606.ENSP00000346300,9606.ENSP00000471477	CCL2,HYAL1,CRKL,FGF21
GO:0045597	Positive regulation of cell differentiation	11	876	0.55	0.39	0.0174	9606.ENSP00000225474,9606.ENSP00000263851,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000346300,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000495951	CSF3,IL7,NTRK2,KIT,STAT5B,BAIAP2,HCLS1,CRKL,RARRES2,ROBO1,KITLG
GO:0072678	T cell migration	3	35	1.38	0.52	0.0209	9606.ENSP00000225831,9606.ENSP00000346300,9606.ENSP00000378365	CCL2,CRKL,CCL26
GO:0031325	Positive regulation of cellular metabolic process	23	3114	0.32	0.31	0.0210	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000303356,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000346300,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959	CSF3,NCK2,GDF15,ERBB2,NTRK2,KIT,STAT5B,PCSK9,DCXR,MET,HCLS1,F2R,CRKL,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,YES1,FGF21,KITLG,ITGAM
GO:0035023	Regulation of Rho protein signal transduction	4	89	1.1	0.49	0.0210	9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000420321	BCR,MET,F2R,ROBO1
GO:0045087	Innate immune response	10	754	0.57	0.38	0.0215	9606.ENSP00000225831,9606.ENSP00000243924,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000361761,9606.ENSP00000378365,9606.ENSP00000418009,9606.ENSP00000462468,9606.ENSP00000496959	CCL2,PI3,STAT5B,CCL11,RNASE3,WFDC2,CCL26,RARRES2,YES1,ITGAM
GO:0050678	Regulation of epithelial cell proliferation	7	366	0.73	0.42	0.0217	9606.ENSP00000225831,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000302234,9606.ENSP00000378365,9606.ENSP00000404131,9606.ENSP00000420321	CCL2,HYAL1,ERBB2,CCL11,CCL26,TGFA,ROBO1
GO:0050878	Regulation of body fluid levels	7	371	0.73	0.41	0.0232	9606.ENSP00000188790,9606.ENSP00000293328,9606.ENSP00000308782,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000345492,9606.ENSP00000497720	FAP,STAT5B,GP6,MET,F2R,SH2B3,MPIG6B
GO:0045595	Regulation of cell differentiation	15	1582	0.43	0.33	0.0242	9606.ENSP00000225474,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000346300,9606.ENSP00000397297,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000495951	CSF3,IL7,ERBB2,NTRK2,THY1,KIT,STAT5B,CCL11,BAIAP2,HCLS1,CRKL,NTF3,RARRES2,ROBO1,KITLG
GO:0007267	Cell-cell signaling	12	1079	0.5	0.35	0.0251	9606.ENSP00000249647,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000321326,9606.ENSP00000339186,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000471477,9606.ENSP00000496959	SNAP23,GDF15,IL7,NTRK2,THY1,F2R,GRAP2,CRKL,CCL26,NTF3,FGF21,ITGAM
GO:0006639	Acylglycerol metabolic process	4	95	1.07	0.46	0.0257	9606.ENSP00000219345,9606.ENSP00000265052,9606.ENSP00000303208,9606.ENSP00000356436	PLA2G15,MGLL,PCSK9,PLA2G4A
GO:0006909	Phagocytosis	5	173	0.91	0.44	0.0257	9606.ENSP00000246006,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000462468,9606.ENSP00000496959	CD93,BCR,MET,YES1,ITGAM
GO:0012501	Programmed cell death	12	1084	0.49	0.35	0.0259	9606.ENSP00000188790,9606.ENSP00000263851,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000337675,9606.ENSP00000346300,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000499459	FAP,IL7,KIT,STAT5B,PCSK9,EBAG9,CRKL,PAK4,FGF21,KITLG,ITGAM,IL19
GO:0070100	Negative regulation of chemokine-mediated signaling pathway	2	7	1.91	0.51	0.0264	9606.ENSP00000345492,9606.ENSP00000420321	SH2B3,ROBO1
GO:1901699	Cellular response to nitrogen compound	9	637	0.6	0.37	0.0264	9606.ENSP00000277120,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000316338,9606.ENSP00000346300,9606.ENSP00000403644,9606.ENSP00000418009,9606.ENSP00000422464,9606.ENSP00000471477	NTRK2,STAT5B,PCSK9,BAIAP2,CRKL,DDC,RARRES2,PDGFC,FGF21
GO:0071356	Cellular response to tumor necrosis factor	5	175	0.91	0.43	0.0265	9606.ENSP00000225831,9606.ENSP00000266031,9606.ENSP00000302234,9606.ENSP00000378365,9606.ENSP00000426632	CCL2,HYAL1,CCL11,CCL26,ERBIN
GO:0071347	Cellular response to interleukin-1	4	98	1.06	0.45	0.0279	9606.ENSP00000225831,9606.ENSP00000266031,9606.ENSP00000302234,9606.ENSP00000378365	CCL2,HYAL1,CCL11,CCL26
GO:0060255	Regulation of macromolecule metabolic process	36	6249	0.21	0.26	0.0291	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000243924,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000265598,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000337675,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000366091,9606.ENSP00000370115,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951	CSF3,CCL2,NCK2,PI3,GDF15,IL7,FCER2,LAMP3,ERBB2,NTRK2,THY1,KIT,STAT5B,PCSK9,MET,HCLS1,F2R,HGS,EBAG9,ICOSLG,SH2B3,CRKL,WFDC2,MOG,SERPINB1,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,ERBIN,IL32,YES1,FGF21,KITLG
GO:0050794	Regulation of cellular process	53	11025	0.13	0.24	0.0294	9606.ENSP00000013125,9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000264914,9606.ENSP00000265052,9606.ENSP00000265598,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303356,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000327290,9606.ENSP00000331201,9606.ENSP00000337675,9606.ENSP00000339186,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000366091,9606.ENSP00000367001,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000423602,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720,9606.ENSP00000499459	MAP4K5,FAP,CSF3,CCL2,NCK2,GDF15,IL7,FCER2,ARSB,MGLL,LAMP3,HYAL1,ERBB2,NTRK2,THY1,KIT,STAT5B,CCL11,PCSK9,DCXR,BCR,GP6,BAIAP2,MET,HCLS1,F2R,ITGA11,HGS,EBAG9,GRAP2,ICOSLG,SH2B3,CRKL,PLA2G4A,MOG,DPP6,CCL26,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,DAPP1,ERBIN,IL32,YES1,PAK4,FGF21,KITLG,ITGAM,MPIG6B,IL19
